status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
407422362695986_700871033351116,,Lifebuoy's cover photo,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407785259326363.1073741828.407422362695986/700870993351120/?type=3,2015-07-26 12:32:49,243,2,3,243,0,0,0,0,0,0
407422362695986_697331190371767,,Lifebuoy's cover photo,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407785259326363.1073741828.407422362695986/697331173705102/?type=3,2015-07-18 00:04:34,296,1,4,296,0,0,0,0,0,0
407422362695986_694877540617132,"মঞ্চে Spirit of Ramadan -এর Best Quote বিজয়ীদের হাতে পুরস্কার তুলে দিচ্ছেন জনপ্রিয় শিল্পী মেহরীন, মম, নাঈম, বন্যা মির্জা, এবং দীপা খন্দকার। অনুষ্ঠানটি উপভোগ করতে আমাদের সাথে সরাসরি যোগ দিন www.bdspiritoframadan.com সাইটে লগ ইন করে!",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/694877540617132/?type=3,2015-07-13 07:56:06,355,8,7,355,0,0,0,0,0,0
407422362695986_694873267284226,এইমাত্র Spirit of Ramadan Iftar Event-এ যোগ দিলো SOS Children Village-এর একঝাঁক ক্ষুদে অতিথি! তাঁদের উপস্থিতিতে আরো প্রাণবন্ত হয়ে উঠেছে আজকের এই আয়োজন। অনুষ্ঠানটি উপভোগ করতে আমাদের সাথে সরাসরি যোগ দিন www.bdspiritoframadan.com সাইটে লগ ইন করে!,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/694873267284226/?type=3,2015-07-13 07:37:01,257,1,3,257,0,0,0,0,0,0
407422362695986_694856680619218,খুব শীঘ্রই শুরু হতে যাচ্ছে Spirit of Ramadan-এর ঢাকা ও চট্টগ্রামের Iftar Event! অনুষ্ঠান দু'টি সরাসরি উপভোগ করতে ভিজিট করুন www.bdspiritoframadan.com.,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/694856680619218/?type=3,2015-07-13 06:34:30,166,2,2,166,0,0,0,0,0,0
407422362695986_693559124082307,"This Thursday, the most popular personas on social media- Arif R Hossain, Aqua Rezia, Sedative Hypnotics, and Dr. Nazia Binte Alamgir- were with us at an exclusive ""Podcast Show"" to share their Spirit of Ramadan. To listen to the podcast, go to this link- http://bit.ly/spiritoframadanpodcast",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/693559124082307/?type=3,2015-07-10 09:00:00,127,1,2,127,0,0,0,0,0,0
407422362695986_692649934173226,রমজানের ইফতার হোক পরিচ্ছন্নতার সাথে। আজকের ইফতারের সময় ৬টা ৫৩ মিনিট আর এর আগে লাইফবয় টাইম ভুলে যাবেন না যেন।,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/692649934173226/?type=3,2015-07-10 00:00:01,226,3,1,226,0,0,0,0,0,0
407422362695986_693054004132819,"Spirit of Ramadan is holding an exclusive ""Podcast Show"" for the first time in Bangladesh with renowned wordsmiths on social media- Arif R Hossain, Aqua Rezia, Sedative Hypnotics, and Dr. Nazia Binte Alamgir! 

To listen to this exclusive show, log in now at www.bdspiritoframadan.com!",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/693054004132819/?type=3,2015-07-09 05:58:50,117,2,1,117,0,0,0,0,0,0
407422362695986_692649107506642,ইফতারের আগে পরিচ্ছন্নতার জন্য হাত ভালো করে ধুয়ে নিতে হবে কারণ  ইফতারের আগের সময়টা হলো লাইফবয় টাইম। আজকের ইফতার ৬টা ৫৩ মিনিটে।,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/692649107506642/?type=3,2015-07-09 00:00:00,189,5,6,189,0,0,0,0,0,0
407422362695986_692784500826436,"To share the Spirit of Ramadan with everyone, we are arranging an exclusive ""Podcast Show"" for the first time in Bangladesh! Renowned wordsmiths on social media- Arif R Hossain, Aqua Rezia, Sedative Hypnotics, and Dr. Nazia Binte Alamgir will be there with us!

To listen to this exclusive show, don't forget to log in at www.bdspiritoframadan.com on Thursday, 9th July, exactly at 5PM!",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/692784500826436/?type=3,2015-07-08 12:00:01,15785,40,6,15785,0,0,0,0,0,0
407422362695986_692050440899842,"নিয়মিত হাত ধোয়ার অভ্যাসের কারণেই জীবন বেঁচে যেতে পারে অগণিত শিশুর। 

এই রমজান হোক পরিচ্ছন্নতার সাথে। এই চেতনাকে ছড়িয়ে দিন সবার মাঝে। যোগ দিন Spirit of Ramadan এর ইফতার আয়োজনে। 

লগ ইন করুন www.bdspiritoframadan.com এ।

#SpiritOfRamadan",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/692050440899842/?type=3,2015-07-08 08:30:01,15993,40,34,15993,0,0,0,0,0,0
407422362695986_692647987506754,আজ ইফতারের সময় ৬টা ৫৪ মিনিটে আর মনে রাখবেন এর ঠিক আগের সময়টাই লাইফবয় টাইম।,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/692647987506754/?type=3,2015-07-08 02:17:29,168,3,1,168,0,0,0,0,0,0
407422362695986_692050164233203,"হাত ধোয়ার ভাল অভ্যাস আর রমজানের পবিত্রতা হোক আমাদের নিত্য সঙ্গী। 

এই রমজান হোক পরিচ্ছন্নতার সাথে। এই চেতনাকে ছড়িয়ে দিন সবার মাঝে। যোগ দিন Spirit of Ramadan এর ইফতার আয়োজনে। 

লগ ইন করুন www.bdspiritoframadan.com এ।

#SpiritOfRamadan",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/692050164233203/?type=3,2015-07-07 08:30:01,17230,45,23,17230,0,0,0,0,0,0
407422362695986_692049910899895,"শুধুমাত্র হাত ধোয়ার মতো সহজ একটি অভ্যাস জীবন বাঁচাতে পারে অজস্র শিশুর।
 
রমজান হোক পরিচ্ছন্নতার সাথে। এই চেতনাকে ছড়িয়ে দিন সবার মাঝে। যোগ দিন Spirit of Ramadan এর ইফতার আয়োজনে। 

লগ ইন করুন www.bdspiritoframadan.com এ।

#SpiritOfRamadan",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/692049910899895/?type=3,2015-07-06 23:00:00,30069,85,105,30069,0,0,0,0,0,0
407422362695986_691417944296425,সারাদিনের সংযম সাধনার পর আসে স্বস্তির ইফতার। আর আজ সেই ইফতারের সময় সন্ধ্যা ৬টা ৫৪ মিনিট। আর ইফতারের আগে লাইফবয় টাইম!,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/691417944296425/?type=3,2015-07-05 05:10:46,2890,9,9,2890,0,0,0,0,0,0
407422362695986_690572144381005,সারাদিন রোজা রাখার পর ইফতারের শুরুটা হোক পরিচ্ছন্নতার সাথে। কারণ ইফতারের আগে লাইফবয় টাইম। আর আজ ইফতারের সময় সন্ধ্যা ৬ টা ৫৪ মিনিট!,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/690572144381005/?type=3,2015-07-04 00:59:02,13131,43,15,13131,0,0,0,0,0,0
407422362695986_690571774381042,আজ ইফতারের সময় সন্ধ্যা ৬টা ৫৪ মিনিট। এর ঠিক আগের সময়টাই লাইফবয় টাইম। ভুলে যাবেন না যেন!,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/690571774381042/?type=3,2015-07-03 00:43:21,2195,16,8,2195,0,0,0,0,0,0
407422362695986_690030634435156,"প্রতি বছর বাংলাদেশে প্রায় ৫০,৮০০ শিশু পাঁচ বছর বয়স হবার আগেই ডায়রিয়াজনিত কারণে মারা যায়। হাত ধোয়ার মতো সহজ একটি অভ্যাসই পারে তাঁদের জীবন বাঁচাতে।
  
রমজান হোক পরিচ্ছন্নতার সাথে। এই চেতনাকে ছড়িয়ে দিন সবার মাঝে। যোগ দিন Spirit of Ramadan এর ইফতার আয়োজনে। লগ ইন করুন www.bdspiritoframadan.com এ।

#SpiritOfRamadan

YouTube: https://youtu.be/tyZVQvMXXHQ",,video,https://www.facebook.com/lifebuoybangladesh/videos/690030634435156/,2015-07-02 00:14:21,49668,334,4315,49667,1,0,0,0,0,0
407422362695986_689817227789830,"সারাদিনের সংযমের সাধনা শেষ করার আগে ভালো করে হাত ধুয়ে নিতে হবে। কারণ, ইফতারের ঠিক আগের সময়টিই হল লাইফবয় টাইম! আর আজ ইফতারের সময় সন্ধ্যা ৬ টা ৫৪ মিনিট!",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/689817227789830/?type=3,2015-07-01 02:45:51,6343,14,2,6343,0,0,0,0,0,0
407422362695986_689375037834049,আজ ইফতারের সময় সন্ধ্যা ৬টা ৫৩ মিনিট। এর ঠিক আগের সময়টাই লাইফবয় টাইম। মিস করবেন না যেন!,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/689375037834049/?type=3,2015-06-30 00:40:45,102,0,2,102,0,0,0,0,0,0
407422362695986_688819734556246,"সারাদিনের সিয়াম সাধনার পর আসে আনন্দের ইফতার। আর আজ সেই ইফতারের সময় সন্ধ্যা ৬টা ৫৩ মিনিট। আর ভুলে গেলে চলবে না, ইফতারের আগের সময়টি হল লাইফবয় টাইম!",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/688819734556246/?type=3,2015-06-28 23:29:13,8302,31,18,8302,0,0,0,0,0,0
407422362695986_688508324587387,"আজকের ইফতার টাইম ৬ টা ৫৩ মিনিট। আর  ইফতারের আগে লাইফবয় টাইম, ভুলে যাবেন না যেন!",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/688508324587387/?type=3,2015-06-28 01:51:40,144,1,0,144,0,0,0,0,0,0
407422362695986_687535808017972,"সারাদিনের সংযম সাধনা শেষ করার আগে ভালো করে হাত ধুয়ে নিন লাইফবয় দিয়ে। কারণ, ইফতারের আগের সময়টা লাইফবয় টাইম। আর, আজ ইফতারের সময় সন্ধ্যা ৬টা ৫৩ মিনিটে।",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/687535808017972/?type=3,2015-06-27 00:59:00,149,1,0,149,0,0,0,0,0,0
407422362695986_687347291370157,রমজানে ইফতার হোক স্বাস্থ্যসম্মতভাবে। আজকের ইফতারের সময় ৬ টা ৫৩ মিনিটে। তাই ইফতারের আগেই লাইফবয় দিয়ে আপনার হাত ধুয়ে জীবাণুমুক্ত করে নিতে ভুলবেন না যেন।,Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/687347291370157/?type=3,2015-06-26 02:01:57,19944,82,14,19944,0,0,0,0,0,0
407422362695986_687164191388467,"আজ ইফতারের সময় সন্ধ্যা ৬ টা ৫৩ মিনিটে । ইফতারের আগে লাইফবয় দিয়ে ভালো করে হাত ধুয়ে নিতে ভুলবেন না যেন। কারণ, ইফতারের আগের টাইম, লাইফবয় টাইম!",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/687164191388467/?type=3,2015-06-25 04:15:48,141,4,0,141,0,0,0,0,0,0
407422362695986_686795128092040,"সারাদিনের সংযম সাধনার পর আসে আনন্দের ইফতার। কিন্তু ভুললে চলবে না, ইফতারের ঠিক আগের সময়টাই হল লাইফবয় টাইম!

আজ ইফতারের সময় সন্ধ্যা ৬ টা ৫৩ মিনিটে । এর আগে লাইফবয় দিয়ে ভালো করে হাত ধুয়ে নিতে ভুলবেন না কিন্তু!",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/686795128092040/?type=3,2015-06-24 03:27:46,4832,25,7,4832,0,0,0,0,0,0
407422362695986_686236721481214,"সারাদিনের সংযম সাধনার পর ইফতারের মুহূর্ত যেন অনেক বেশি তৃপ্তির। কিন্তু তাড়াহুড়ো করে ইফতারের আয়োজন করতে গিয়ে ভুলে যাওয়া যাবে না  হাত ধোয়ার কথা। 

আজ ইফতারের সময় সন্ধ্যা টা ৬ টা ৫২ মিনিটে। এর আগের টাইম হলো লাইফবয় টাইম। তাই ইফতারের আগে ভালো করে হাত ধুয়ে নিতে ভুলবেন না যেন!",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/686236721481214/?type=3,2015-06-23 00:54:35,11032,45,12,11032,0,0,0,0,0,0
407422362695986_685477154890504,,Lifebuoy's cover photo,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407785259326363.1073741828.407422362695986/685477134890506/?type=3,2015-06-21 05:41:08,100,2,4,100,0,0,0,0,0,0
407422362695986_682725911832295,"লাইফবয় জার্ম জিনিয়াস কুইজ কনটেস্টের এর সকল বিজয়ীদের অভিনন্দন। 
 সৌভাগ্যবান বিজয়ীরা হলেনঃ

Tamanna Rashid, Md Sujon, Md Hasan, Sharmin Shamim, এস বি সৌরভ, Zaver,Farhana Ratna, Sojib Royals, Muntadir Moffazzal Hosain, রাজিব সিকদার, Cryptic Mind, Md Ayubnobi, Jesmine Jaya, Md Sohag,Rasel Iftakhar, রেজা শাহীন,  Ayub Nobi, Tarequl Shuvo, Ñàzmûl Hãsāñ Khâñdäkêr Ūdôy, Munna Empty, Arif Islam, আননেমড ইউজার, Aamir Khan, Uddin Nizam, Gazi Razaul Karim, Rintu Gazi, শিপন সিকদার কাব্য, Shafiqul Islam Shuvo, Farhan Islam, Sagar Saha, Gazi Arif,Sabbir Hasan, Nasir Hossain, Rakibul Islam, Shakhawat Hossain Opu,Nazrul Islam, Duronto Saiful, Asif A Hossain, Ahmed Zahidul, Masukul Alam, Bayzid Abedin, Nafis Ibn Sanowar, MD Mehedi Hasan, Ami Saikat, Tithi Projapoti Twity, Xilan MD Noor Supto, Abu Naser,Malku Martin Sangma, Ahm ও Rifat,Taposh Sikder

যারা এখনও ফোন নাম্বার দেন নি, দ্রুত তারা ইনবক্সে নাম্বার পাঠিয়ে দিন। :)",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/682725911832295/?type=3,2015-06-16 09:30:01,186,32,10,186,0,0,0,0,0,0
407422362695986_682372331867653,"চলছে লাইফবয় 'জার্ম জিনিয়াস কুইজ কনটেস্ট'! আমাদের করা প্রশ্নের উত্তরটি নিচে ‘Comment’ করে জানান। সঠিক উত্তর দেওয়া প্রথম ৫ জন বিজয়ী পাবেন স্টার সিনেপ্লেক্সের ফ্রি মুভি টিকেটস!

প্রশ্ন- আপনাদের মাঝে অনেকেই হয়তো নিয়মিত ব্যবহার করেন চশমা, আর ধূলা মোছার জন্য সবার বাসার দরজার সামনে রাখা থাকে পাপোশ। বলতে পারবেন কি এই দুটোর মাঝে কোনটি বেশি জীবাণুর আবাসস্থল?

#Lifebuoy
#GermGenius
#LifebuoyHealthyHabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/682372331867653/?type=3,2015-06-15 09:30:01,5647,493,13,5647,0,0,0,0,0,0
407422362695986_679385278833025,"লাইফবয় 'জার্ম জিনিয়াস কুইজ কনটেস্ট' চলছে! আমাদের করা প্রশ্নের উত্তরটি এখনই নিচে ‘Comment’ করে জানান। সঠিক উত্তর দেওয়া প্রথম ৫ জন বিজয়ী পাবেন স্টার সিনেপ্লেক্সের ফ্রি মুভি টিকেটস!

প্রশ্ন- ছোট্ট শিশুদের আদর করতে গিয়ে আমরা হয়তো তাদের সাথে হাত মেলাই বা গালে একটা চুমু দেই। কোন কাজটি তাদের জন্য বেশী জীবাণু সংক্রামক? 
 
১) চুম্বন
২) হাত মেলানো

#Lifebuoy
#GermGenius
#LifebuoyHealthyHabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/679385278833025/?type=3,2015-06-13 09:30:00,6127,970,34,6127,0,0,0,0,0,0
407422362695986_679378848833668,"লাইফবয় 'জার্ম জিনিয়াস কুইজ কনটেস্ট' চলছে! আমাদের করা প্রশ্নের উত্তরটি নিচে ‘Comment’ করে জানান। সঠিক উত্তর দেওয়া প্রথম ৫ জন বিজয়ী পাবেন স্টার সিনেপ্লেক্সের ফ্রি মুভি টিকেটস!

প্রশ্ন- কখন হাত ধোয়াটা জীবাণুদের সংক্রমণ দমাতে বেশি জরুরী?

১) হাঁচি-কাশির পর
২) হ্যান্ডশেকের পর

#Lifebuoy
#GermGenius
#LifebuoyHealthyHabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/679378848833668/?type=3,2015-06-12 09:30:01,14346,1316,23,14345,1,0,0,0,0,0
407422362695986_679375588833994,"লাইফবয় 'জার্ম জিনিয়াস কুইজ কনটেস্ট' চলছে! আমাদের করা প্রশ্নের উত্তরটি নিচে ‘Comment’ করে জানান। সঠিক উত্তর দেওয়া প্রথম ৫ জন বিজয়ী পাবেন স্টার সিনেপ্লেক্সের ফ্রি মুভি টিকেটস!

প্রশ্ন- ঘরের বাইরে টাকা লেনদেনের নিরাপদ উপায় এটিএম বুথ, আর সবার ব্যবহৃত স্থান হচ্ছে পাবলিক টয়লেট, কোনটিতে বেশী জীবাণু ছড়ায় জানেন কি?

১) এটিএম বুথ
২) পাবলিক টয়লেট

#Lifebuoy
#GermGenius
#LifebuoyHealthyHabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/679375588833994/?type=3,2015-06-11 09:30:01,6043,1906,23,6043,0,0,0,0,0,0
407422362695986_679374435500776,"চলছে লাইফবয় 'জার্ম জিনিয়াস কুইজ কনটেস্ট'! আমাদের করা প্রশ্নের উত্তরটি নিচে ‘Comment’ করে জানান। সঠিক উত্তর দেওয়া প্রথম ৫ জন বিজয়ী পাবেন স্টার সিনেপ্লেক্সের ফ্রি মুভি টিকেটস!

প্রশ্ন- নোংরা, দুর্গন্ধযুক্ত ডাস্টবিন? নাকি সবচেয়ে প্রয়োজনীয় জিনিস টাকা? কোনটি জীবাণু চক্র বৃদ্ধির জন্য বেশি সহায়ক?
 
১) টাকা
২) ডাস্টবিন

#Lifebuoy
#GermGenius
#LifebuoyHealthyHabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/679374435500776/?type=3,2015-06-10 09:30:01,6844,2301,23,6844,0,0,0,0,0,0
407422362695986_679373178834235,"চলছে লাইফবয় 'জার্ম জিনিয়াস কুইজ কনটেস্ট'! আমাদের করা প্রশ্নের উত্তরটি নিচে ‘Comment’ করে জানান। সঠিক উত্তর দেওয়া প্রথম ৫ জন বিজয়ী পাবেন স্টার সিনেপ্লেক্সের ফ্রি মুভি টিকেটস!

প্রশ্ন- সারাদিন আমরা নানা প্রয়োজনে ব্যবহার করি মোবাইল ফোনটি, আবার  টয়লেট হ্যান্ডেল ব্যবহার করি খুব সাবধানে গা বাঁচিয়ে! দুটোর মাঝেকোন জিনিসটিতে বেশি জীবাণু থাকে বলে আপনি মনে করেন?
 
১) মোবাইল ফোন
২) টয়লেট হ্যান্ডেল

#Lifebuoy
#GermGenius
#LifebuoyHealthyHabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/679373178834235/?type=3,2015-06-09 09:30:00,4288,1290,20,4288,0,0,0,0,0,0
407422362695986_679372145501005,"চলছে লাইফবয় 'জার্ম জিনিয়াস কুইজ কনটেস্ট'! আমাদের করা প্রশ্নের উত্তরটি নিচে ‘Comment’ করে জানান। সঠিক উত্তর দেওয়া প্রথম ৫ জন বিজয়ী পাবেন স্টার সিনেপ্লেক্সের ফ্রি মুভি টিকেটস!

প্রশ্ন- সারাদিন ল্যাপটপ বা কম্পিউটারের কী-বোর্ড থাকে আমাদের হাতের কাজে ব্যস্ত, আর জামাকাপড় আমাদের জীবনের মৌলিক প্রয়োজনের অন্যতম অংশ!বলুন তো,  কোনটি বেশি জীবাণু বহন করে?

১) কম্পিউটার কী-বোর্ড
২) অপরিস্কার জামাকাপড়

#Lifebuoy
#GermGenius
#LifebuoyHealthyHabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/679372145501005/?type=3,2015-06-08 09:30:01,4605,950,28,4605,0,0,0,0,0,0
407422362695986_677071339064419,লাইফবয় জার্ম জিনিয়াস কুইজ কনটেস্টের নিয়মাবলী,,status,,2015-06-04 09:23:06,126,16,7,126,0,0,0,0,0,0
407422362695986_677069815731238,"আজকে থেকে শুরু হতে চলেছে, লাইফবয় 'জার্ম জিনিয়াস কুইজ কনটেস্ট'! আমাদের করা প্রশ্নের উত্তরটি নিচে ‘Comment’ করে জানান। সঠিক উত্তর দেওয়া প্রথম ৫ জন বিজয়ী পাবেন স্টার সিনেপ্লেক্সের ফ্রি মুভি টিকেটস!

প্রশ্ন- নিত্য দিনের কাজের ক্ষেত্রে আমরা অহরহ যেমন ব্যবহার করি কিচেন সিংক, তেমনি বাথরুমও। বলতে পারবেন কি, এই দুটির মধ্যে কোন জিনিসটিতে বেশি জীবাণু থাকে?
 
১) কিচেন সিংক
২) বাথরুম

#Lifebuoy
#GermGenius
#LifebuoyHealthyHabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/677069815731238/?type=3,2015-06-04 09:20:49,194,193,37,194,0,0,0,0,0,0
407422362695986_670679746370245,"সন্তানকে আগলে রাখছেন, কিন্তু রোগবাহী অদৃশ্য জীবাণুর সাথে লড়াইয়ে আপনার শিশুকে প্রস্তুত করছেন তো? জানুন জীবাণুর চক্রকে, আর নিরাপদ রাখুন আপনার শিশু কে। 

#Lifebuoy
#GermGenius
#Lifebuyoyhealthyhabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/670679746370245/?type=3,2015-05-26 09:30:01,22850,44,82,22850,0,0,0,0,0,0
407422362695986_670679363036950,"বাড়ির প্রতিটি আসবাবপত্র আমরা প্রত্যেকে ব্যবহার করছি নিয়মিত। নিত্য ব্যবহার্য প্রতিটি আসবাবই বহণ করে রোগবাহী জীবাণুর দল! 

জানুন জীবাণুর এই শক্তিশালী চক্রকে।

#Lifebuoy
#GermGenius
#Lifebuyoyhealthyhabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/670679363036950/?type=3,2015-05-25 09:30:01,27075,30,42,27075,0,0,0,0,0,0
407422362695986_670678999703653,"রোজকার ব্যস্ত জীবনে ছোটাছুটির বিরাম নেই! 
কিন্তু জানেন কি আপনার চারপাশের প্রতিটি জিনিসে লুকিয়ে আছে অসংখ্য অদৃশ্য জীবাণু!
 
#Lifebuoy 
#GermGenius 
#Lifebuoyhealthyhabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/670678999703653/?type=3,2015-05-24 09:30:01,18595,37,9,18595,0,0,0,0,0,0
407422362695986_669680909803462,"পরিবারকে সুস্থ ও নিরোগ রাখতে হলে প্রথমেই চাই জীবাণু থেকে সুরক্ষা। আপনার চারপাশে বৃদ্ধি পাওয়া জীবাণুর এই চক্র সম্পর্কে আপনি কতটা জানেন?

#Lifebuoy
#GermGenius
#Lifebuyoyhealthyhabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/669680909803462/?type=3,2015-05-23 09:00:04,20571,54,46,20571,0,0,0,0,0,0
407422362695986_669963323108554,"দীর্ঘ ১২ বছর ধরে ""লাইফবয় ফ্রেন্ডশিপ হসপিটাল"" নানাবিধ সেবা দিয়ে আসছে দেশের প্রত্যন্ত সব অঞ্চলে। হয়ে উঠেছে সুবিধাবঞ্চিত মানুষের পরম বন্ধু। 

আজকের প্রথম আলো লিংক থেকে জেনে নিন বিস্তারিত- http://bit.ly/1dqdDUw",চরাঞ্চলে বিপদের বন্ধু,link,http://www.prothom-alo.com/pachmisheli/article/534667/%E0%A6%9A%E0%A6%B0%E0%A6%BE%E0%A6%9E%E0%A7%8D%E0%A6%9A%E0%A6%B2%E0%A7%87-%E0%A6%AC%E0%A6%BF%E0%A6%AA%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A6%A8%E0%A7%8D%E0%A6%A7%E0%A7%81,2015-05-23 07:00:01,183,1,8,183,0,0,0,0,0,0
407422362695986_669662426471977,"আপনার পরিবারের দৈনন্দিন স্বাস্থ্য সুরক্ষা নিয়ে আপনি কি সবসময়ই সচেতন?

লাইফবয় এবার আনছে আপনার এই জানার পরিধিকে যাচাই করার এক দারুণ সুযোগ! বিস্তারিত জানতে চোখ রাখুন আমাদের পেইজে!

#Lifebuoy
#GermGenius
#Lifebuyoyhealthyhabits",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/669662426471977/?type=3,2015-05-22 09:23:19,22104,34,34,22104,0,0,0,0,0,0
407422362695986_612993182138902,"Lifebuoy's New Year's Resolution: To continue making your life healthier and better with it's germ-kill expertise. Hope like us, you will try your best to stick to your positive resolutions as well! Wish you all a Happy New Year!",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/612962008808686/?type=3,2014-12-31 12:00:15,214,1,4,214,0,0,0,0,0,0
407422362695986_591978154240405,"১ নাম্বার অলরাউন্ডারকে, ১ নম্বার হেলথ সোপ ব্র্যান্ড 'লাইফবয়' এর অভিনন্দন!",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/591978054240415/?type=3,2014-11-13 15:03:38,161,2,13,161,0,0,0,0,0,0
407422362695986_582039911900896,"Anybody can join us in this cause by spreading the message about the benefits of handwashing and the health hazards associated with germs. 

Let’s join with Lifebuoy and help the children enjoy their 5th birthday. 

#HelpAChildReach5",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/580403455397875/?type=3,2014-10-20 09:00:01,9615,22,32,9615,0,0,0,0,0,0
407422362695986_581873458584208,"A bright future starts with a joyful and healthy childhood. 

One simple act of handwashing prevents the two clinical syndromes that cause the largest number of childhood deaths globally-namely, diarrhoea and acute lower respiratory infections.

Create a better future; join with Lifebuoy and help children enjoy their 5th birthday. 
#HelpAChildReach5",Timeline Photos,photo,https://www.facebook.com/lifebuoybangladesh/photos/a.407425886028967.1073741825.407422362695986/580399002064987/?type=3,2014-10-20 00:00:01,9774,34,25,9774,0,0,0,0,0,0
