comment_id,status_id,parent_id,comment_message,comment_author,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
1232627263508821_1235894609848753,407422362695986_1232627263508821,,i,Jerin Tasnim Jerin Tasnim,2017-10-21 08:28:08,0,0,0,0,0,0,0,0
1232627263508821_1235885559849658,407422362695986_1232627263508821,,valo,Sultan Miah,2017-10-21 08:13:41,0,0,0,0,0,0,0,0
1232627263508821_1235868673184680,407422362695986_1232627263508821,,Nice,Atikur Rahman,2017-10-21 07:49:13,0,0,0,0,0,0,0,0
1232627263508821_1235787133192834,407422362695986_1232627263508821,,Best,Akash Kumar,2017-10-21 05:22:48,0,0,0,0,0,0,0,0
1232627263508821_1235701406534740,407422362695986_1232627263508821,,nice,Shilva Sawtal,2017-10-21 03:03:56,0,0,0,0,0,0,0,0
1232627263508821_1235673053204242,407422362695986_1232627263508821,,Nice,Saye Afrin Lija,2017-10-21 02:08:42,0,0,0,0,0,0,0,0
1232627263508821_1235647809873433,407422362695986_1232627263508821,,nice,Sanowar Hossen,2017-10-21 01:17:16,0,0,0,0,0,0,0,0
1232627263508821_1235590196545861,407422362695986_1232627263508821,,nice,Md Racil Hossn,2017-10-20 23:28:46,0,0,0,0,0,0,0,0
1232627263508821_1235547623216785,407422362695986_1232627263508821,,nxt,Md Sajib Mdsajib,2017-10-20 22:13:49,0,0,0,0,0,0,0,0
1232627263508821_1235480946556786,407422362695986_1232627263508821,,Nice,Md Al-amin,2017-10-20 20:13:20,0,0,0,0,0,0,0,0
1232627263508821_1235477339890480,407422362695986_1232627263508821,,nice,Sammi Akther,2017-10-20 20:06:34,0,0,0,0,0,0,0,0
1232627263508821_1235189566585924,407422362695986_1232627263508821,,nc,কথার সূতে মেহেরাজ,2017-10-20 11:09:15,0,0,0,0,0,0,0,0
1232627263508821_1235094583262089,407422362695986_1232627263508821,,Nice,Mumtahina Nowshin,2017-10-20 08:32:14,0,0,0,0,0,0,0,0
1232627263508821_1235073029930911,407422362695986_1232627263508821,,Nic,Md Shakil Hossan,2017-10-20 07:53:18,0,0,0,0,0,0,0,0
1232627263508821_1235000216604859,407422362695986_1232627263508821,,Nise,Salam Hawlader,2017-10-20 05:42:14,0,0,0,0,0,0,0,0
1232627263508821_1234998536605027,407422362695986_1232627263508821,,Tnx,Sk Ogeir,2017-10-20 05:38:25,0,0,0,0,0,0,0,0
1232627263508821_1234855543285993,407422362695986_1232627263508821,,Nice,MD Shahadat Hossain,2017-10-20 00:26:30,0,0,0,0,0,0,0,0
1232627263508821_1234909666613914,407422362695986_1232627263508821,,nyc,অভুঝ ছেলে মিজান,2017-10-20 02:35:07,0,0,0,0,0,0,0,0
1232627263508821_1234770273294520,407422362695986_1232627263508821,,Nyc,Md Ashraful Alam,2017-10-19 21:28:47,0,0,0,0,0,0,0,0
1232627263508821_1234403503331197,407422362695986_1232627263508821,,nc,Md Ratul,2017-10-19 09:43:15,0,0,0,0,0,0,0,0
1232627263508821_1234393809998833,407422362695986_1232627263508821,,nice,প্রজাপ্রতির ছোঁয়া,2017-10-19 09:25:53,0,0,0,0,0,0,0,0
1232627263508821_1234370963334451,407422362695986_1232627263508821,,Nice,Md Shamim Reza,2017-10-19 08:53:51,0,0,0,0,0,0,0,0
1232627263508821_1234362186668662,407422362695986_1232627263508821,,Nice,Md Moin Uddin,2017-10-19 08:38:52,0,0,0,0,0,0,0,0
1232627263508821_1234279093343638,407422362695986_1232627263508821,,nice,MD Nayem Kam,2017-10-19 06:46:01,0,0,0,0,0,0,0,0
1232627263508821_1234261953345352,407422362695986_1232627263508821,,Hi,হৃদয়ের মাঝে আছো তুমি,2017-10-19 06:12:00,0,0,0,0,0,0,0,0
1232627263508821_1234228056682075,407422362695986_1232627263508821,,Naec,MD Sohel Rana Rana,2017-10-19 05:10:25,0,0,0,0,0,0,0,0
1232627263508821_1234188486686032,407422362695986_1232627263508821,,Nice,Md Babu,2017-10-19 03:41:53,0,0,0,0,0,0,0,0
1232627263508821_1234183473353200,407422362695986_1232627263508821,,nice,MD Sohel,2017-10-19 03:30:56,0,0,0,0,0,0,0,0
1232627263508821_1234147876690093,407422362695986_1232627263508821,,nice,Abu Hanif,2017-10-19 02:05:20,0,0,0,0,0,0,0,0
1232627263508821_1234145046690376,407422362695986_1232627263508821,,Good,Fiyaz Hossain Bhuyan,2017-10-19 01:57:02,0,0,0,0,0,0,0,0
1232627263508821_1234063593365188,407422362695986_1232627263508821,,Niuj,Md Sarowar,2017-10-18 23:00:15,0,0,0,0,0,0,0,0
1232627263508821_1233839423387605,407422362695986_1232627263508821,,NEXT,Akther Hossan,2017-10-18 15:24:55,0,0,0,0,0,0,0,0
1232627263508821_1233662293405318,407422362695986_1232627263508821,,Hi,Md Habib,2017-10-18 10:36:09,0,0,0,0,0,0,0,0
1232627263508821_1233541576750723,407422362695986_1232627263508821,,ো,হেদায়েদ খান,2017-10-18 07:44:05,0,0,0,0,0,0,0,0
1232627263508821_1233507080087506,407422362695986_1232627263508821,,nicc,Sabbir Sabbir,2017-10-18 06:44:14,0,0,0,0,0,0,0,0
1232627263508821_1233300550108159,407422362695986_1232627263508821,,No,Momen Khan,2017-10-17 23:40:36,0,0,0,0,0,0,0,0
1232627263508821_1233281640110050,407422362695986_1232627263508821,,cite,Azim Uddin,2017-10-17 22:56:25,0,0,0,0,0,0,0,0
1232627263508821_1232970056807875,407422362695986_1232627263508821,,nice,Md Anisul Islam,2017-10-17 12:57:03,0,0,0,0,0,0,0,0
1232627263508821_1235899459848268,407422362695986_1232627263508821,,Nice,Mb Ikbal,2017-10-21 08:33:44,0,0,0,0,0,0,0,0
1232627263508821_1232795716825309,407422362695986_1232627263508821,,Wow,Protap Bala,2017-10-17 08:32:42,0,0,0,0,0,0,0,0
1232627263508821_1235503766554504,407422362695986_1232627263508821,,super,মো বিল্লাল হোসেন,2017-10-20 21:01:35,0,0,0,0,0,0,0,0
1232627263508821_151888165418838,407422362695986_1232627263508821,,Excellent Pic,Md Dewloyar,2017-10-24 06:18:30,0,0,0,0,0,0,0,0
1232627263508821_1234926349945579,407422362695986_1232627263508821,,ami o chilam,Nil Akash,2017-10-20 03:05:51,0,0,0,0,0,0,0,0
1232627263508821_1236875293084018,407422362695986_1232627263508821,,nice,Shuvo Khan,2017-10-22 13:51:58,0,0,0,0,0,0,0,0
1232627263508821_1236875253084022,407422362695986_1232627263508821,,nice,Shuvo Khan,2017-10-22 13:51:53,0,0,0,0,0,0,0,0
1232627263508821_1233444026760478,407422362695986_1232627263508821,,[[STICKER]],Ganesh Bhattacharjaa,2017-10-18 04:45:20,0,0,0,0,0,0,0,0
1232627263508821_1235546986550182,407422362695986_1232627263508821,,Nc,Md Hridoy Lakshmipur,2017-10-20 22:12:45,0,0,0,0,0,0,0,0
1232627263508821_1235153466589534,407422362695986_1232627263508821,,hi,ঝরা পাতা মিম,2017-10-20 10:05:39,0,0,0,0,0,0,0,0
1232627263508821_708319842706433,407422362695986_1232627263508821,,nc,Md Shipon Ahmed,2017-10-24 08:50:41,0,0,0,0,0,0,0,0
1232627263508821_151917912082530,407422362695986_1232627263508821,,nc,Md Shipon Ahmed,2017-10-24 08:50:35,0,0,0,0,0,0,0,0
1232627263508821_1235576619880552,407422362695986_1232627263508821,,Lifeboy is great,Asrapul Kan,2017-10-20 22:59:48,0,0,0,0,0,0,0,0
1232627263508821_1236875206417360,407422362695986_1232627263508821,,nice,Shuvo Khan,2017-10-22 13:51:48,0,0,0,0,0,0,0,0
1232627263508821_1235706149867599,407422362695986_1232627263508821,,Nc,Rj Raj Dawen,2017-10-21 03:12:23,0,0,0,0,0,0,0,0
1232627263508821_1234092320028982,407422362695986_1232627263508821,,nc,সবুজ বাংলার অবুঝ বালক,2017-10-18 23:58:45,0,0,0,0,0,0,0,0
1232627263508821_1236754269762787,407422362695986_1232627263508821,,Jio,Razzak V Ip,2017-10-22 10:37:48,0,0,0,0,0,0,0,0
1232627263508821_841927759322100,407422362695986_1232627263508821,,nice,শ্বপ্নেঘেরা পৃথিবী,2017-10-23 22:27:13,0,0,0,0,0,0,0,0
1232627263508821_1237184566386424,407422362695986_1232627263508821,,nc,Tahzib Islam Nayem,2017-10-22 23:27:48,0,0,0,0,0,0,0,0
1232627263508821_1234966389941575,407422362695986_1232627263508821,,Comillay kothay aita,M A Quddus Bhuiyan,2017-10-20 04:35:26,0,0,0,0,0,0,0,0
1232627263508821_184825535420309,407422362695986_1232627263508821,,jakas pic,Talib Alli,2017-10-24 21:02:59,0,0,0,0,0,0,0,0
1232627263508821_395352760914056,407422362695986_1232627263508821,,nice poc,Talib Alli,2017-10-24 21:02:20,0,0,0,0,0,0,0,0
1232627263508821_708312536040497,407422362695986_1232627263508821,,nice,Md Salaiddn Hossin,2017-10-24 08:28:10,0,0,0,0,0,0,0,0
1232627263508821_1232825990155615,407422362695986_1232627263508821,,nice,Iqbal Shossain,2017-10-17 09:23:14,0,0,0,0,0,0,0,0
1232627263508821_1233443986760482,407422362695986_1232627263508821,,[[STICKER]],Ganesh Bhattacharjaa,2017-10-18 04:45:09,0,0,0,0,0,0,0,0
1232627263508821_1236698776435003,407422362695986_1232627263508821,,nice,Md Sabbir Hasan,2017-10-22 09:04:14,0,0,0,0,0,0,0,0
1232627263508821_1233443910093823,407422362695986_1232627263508821,,[[STICKER]],Ganesh Bhattacharjaa,2017-10-18 04:44:58,0,0,0,0,0,0,0,0
1232627263508821_1232890203482527,407422362695986_1232627263508821,,nice,Driver Nuro Driver Nuro,2017-10-17 10:52:49,0,0,0,0,0,0,0,0
1232627263508821_1234077603363787,407422362695986_1232627263508821,,[[STICKER]],Md Anisur Rahaman,2017-10-18 23:27:52,0,0,0,0,0,0,0,0
1232627263508821_1234915579946656,407422362695986_1232627263508821,,[[PHOTO]],Md Omar,2017-10-20 02:50:07,0,0,0,0,0,0,0,0
1232627263508821_1232990050139209,407422362695986_1232627263508821,,Verry nice,Masing Ching Marma,2017-10-17 13:30:38,0,0,0,0,0,0,0,0
1232627263508821_1234802846624596,407422362695986_1232627263508821,,Wow,Habib Habib,2017-10-19 22:35:25,0,0,0,0,0,0,0,0
1232627263508821_1235521793219368,407422362695986_1232627263508821,,ncc,Md Kamrul Islam,2017-10-20 21:34:35,0,0,0,0,0,0,0,0
1232627263508821_1234808966623984,407422362695986_1232627263508821,,nice,রিমেল হাসান রিম,2017-10-19 22:48:40,0,0,0,0,0,0,0,0
1232627263508821_1234560053315542,407422362695986_1232627263508821,,T,Md Torikul,2017-10-19 14:05:26,0,0,0,0,0,0,0,0
1232627263508821_1233443840093830,407422362695986_1232627263508821,,[[STICKER]],Ganesh Bhattacharjaa,2017-10-18 04:44:46,0,0,0,0,0,0,0,0
1232627263508821_1232963100141904,407422362695986_1232627263508821,,Add,Sunny Imroose Rebari,2017-10-17 12:46:12,0,0,0,0,0,0,0,0
1232627263508821_1236472639790950,407422362695986_1232627263508821,,Nice,জাহিদ খান,2017-10-22 02:40:00,0,0,0,0,0,0,0,0
1232627263508821_1233515383420009,407422362695986_1232627263508821,,Hi,মনের বিতর তাকা হৃদয়,2017-10-18 06:59:13,0,0,0,0,0,0,0,0
1232627263508821_151902152084106,407422362695986_1232627263508821,,Beautiful,Suman Singha,2017-10-24 07:22:55,0,0,0,0,0,0,0,0
1232627263508821_1236773979760816,407422362695986_1232627263508821,,Very nice,Khaleda Khatun,2017-10-22 11:02:18,0,0,0,0,0,0,0,0
1232627263508821_1234915106613370,407422362695986_1232627263508821,,এই খানে আমি ও ছিলাম😁😁😁,Md Omar,2017-10-20 02:49:07,0,0,0,0,0,0,0,0
1232627263508821_1234950066609874,407422362695986_1232627263508821,,nice,আল্লাহ্ আমার রব,2017-10-20 03:56:46,0,0,0,0,0,0,0,0
1232627263508821_708332422705175,407422362695986_1232627263508821,,Best,Song Titli,2017-10-24 09:17:04,0,0,0,0,0,0,0,0
1232627263508821_1236730319765182,407422362695986_1232627263508821,,Very nice,Raju Kumar Choudhary,2017-10-22 09:56:53,0,0,0,0,0,0,0,0
1232627263508821_1234289756675905,407422362695986_1232627263508821,,hp,ভালোবাসার মন পাখি,2017-10-19 07:06:25,0,0,0,0,0,0,0,0
1232627263508821_1232874023484145,407422362695986_1232627263508821,,wow,Onamika,2017-10-17 10:29:59,0,0,0,0,0,0,0,0
1232627263508821_1234321470006067,407422362695986_1232627263508821,,Extremely beutyfull,Md.Saidur Rahman,2017-10-19 07:56:10,0,0,0,0,0,0,0,0
1232627263508821_390549354698510,407422362695986_1232627263508821,,OMG,Kazi Zihad,2017-10-23 13:37:45,0,0,0,0,0,0,0,0
1232627263508821_1233301096774771,407422362695986_1232627263508821,,Nc,Momen Khan,2017-10-17 23:41:24,0,0,0,0,0,0,0,0
1232627263508821_1233516976753183,407422362695986_1232627263508821,,nice,Shorip Uddin,2017-10-18 07:02:21,0,0,0,0,0,0,0,0
1232627263508821_174689843108410,407422362695986_1232627263508821,,Yeah I am a part of this world record........,Aisha Siddika,2017-10-24 00:26:03,0,0,0,0,0,0,0,0
1232627263508821_708341459370938,407422362695986_1232627263508821,,nice,শেখ রিয়াজ,2017-10-24 09:44:06,0,0,0,0,0,0,0,0
1232627263508821_1232860333485514,407422362695986_1232627263508821,,nice,মো. আব্দুল মান্নান,2017-10-17 10:10:55,0,0,0,0,0,0,0,0
1232627263508821_708333389371745,407422362695986_1232627263508821,,Nice,Md DK,2017-10-24 09:20:20,0,0,0,0,0,0,0,0
1232627263508821_1237276753043872,407422362695986_1232627263508821,,NICE,Mang Debbarma,2017-10-23 02:58:44,0,0,0,0,0,0,0,0
1232627263508821_1232871150151099,407422362695986_1232627263508821,,nice,Ganster Murad,2017-10-17 10:25:17,0,0,0,0,0,0,0,0
1232627263508821_1237150793056468,407422362695986_1232627263508821,,Nc,MD Al-Amin Shikdar,2017-10-22 22:03:03,0,0,0,0,0,0,0,0
1232627263508821_1235860443185503,407422362695986_1232627263508821,,Nc,প্রেম হিন জিবন,2017-10-21 07:36:15,0,0,0,0,0,0,0,0
1232627263508821_1235665626538318,407422362695986_1232627263508821,,akane ami celam,Md Mobarok,2017-10-21 01:55:08,0,0,0,0,0,0,0,0
1232627263508821_1234799266624954,407422362695986_1232627263508821,,naec pak,Raj Hossain,2017-10-19 22:29:48,0,0,0,0,0,0,0,0
1232627263508821_1235008366604044,407422362695986_1232627263508821,,oooooo,MD Shagor S,2017-10-20 05:59:30,0,0,0,0,0,0,0,0
1232627263508821_320899115042878,407422362695986_1232627263508821,,"nice

........................",Titu SD,2017-10-24 03:55:16,0,0,0,0,0,0,0,0
1232627263508821_1237187329719481,407422362695986_1232627263508821,,hi,Md Moshin,2017-10-22 23:35:21,0,0,0,0,0,0,0,0
1232627263508821_1236772623094285,407422362695986_1232627263508821,,Nice,MD Ridoy Khan,2017-10-22 11:00:01,0,0,0,0,0,0,0,0
1232627263508821_1236631469775067,407422362695986_1232627263508821,,Nice,MD Emon Sharif,2017-10-22 07:31:46,0,0,0,0,0,0,0,0
1232627263508821_1234827139955500,407422362695986_1232627263508821,,v,মারপদ আলি,2017-10-19 23:25:28,0,0,0,0,0,0,0,0
1232627263508821_1234195613351986,407422362695986_1232627263508821,,nice,Fahim Islam,2017-10-19 03:57:10,0,0,0,0,0,0,0,0
1232627263508821_1232883600149854,407422362695986_1232627263508821,,"Writuparna Sharma Sâbìhã Tâbãssûm Shâmã Sabrina Sultana Chowdhury Arnab Puspen Das Gupta  
kichu mone pore??",Nimara Barsha,2017-10-17 10:43:26,5,0,0,0,5,0,0,0
1232627263508821_1232911546813726,407422362695986_1232627263508821,1232627263508821_1232883600149854,Ami matro haat dhuiye aschi vai 😂,Writuparna Sharma,2017-10-17 11:26:10,4,1,0,0,3,0,0,0
1232627263508821_1232912660146948,407422362695986_1232627263508821,1232627263508821_1232883600149854,Next tym haat dhoar shomoy vdo kore rakhbo 😂😂😂😂,Writuparna Sharma,2017-10-17 11:27:40,1,1,0,0,0,0,0,0
1232627263508821_1232920100146204,407422362695986_1232627263508821,1232627263508821_1232883600149854,😂😂😂😂,Arnab,2017-10-17 11:40:46,0,0,0,0,0,0,0,0
1232627263508821_1232929703478577,407422362695986_1232627263508821,1232627263508821_1232883600149854,🤣🤣🤣🤣,Puspen Das Gupta,2017-10-17 11:57:02,0,0,0,0,0,0,0,0
1232627263508821_141985599765968,407422362695986_1232627263508821,,I also participated in this programme 😊😊,Monika Sharmin,2017-10-24 05:19:54,0,0,0,0,0,0,0,0
1232627263508821_1232860283485519,407422362695986_1232627263508821,,Sadikur Rahman I can see you dst 😅,Shìhab Rahman,2017-10-17 10:10:49,0,0,0,0,0,0,0,0
1232627263508821_1235998039838410,407422362695986_1232627263508821,,sk riyad,SK Riyad,2017-10-21 10:50:01,0,0,0,0,0,0,0,0
1232627263508821_1233325490105665,407422362695986_1232627263508821,,oooo,একাকিত্ব জীবন (অনেক সুখের),2017-10-18 00:37:23,0,0,0,0,0,0,0,0
1232627263508821_1232863493485198,407422362695986_1232627263508821,,Nasita Afrin tmi na aso? 😍,Sadia Afrin,2017-10-17 10:15:38,1,1,0,0,0,0,0,0
1232627263508821_1232892873482260,407422362695986_1232627263508821,1232627263508821_1232863493485198,Huuu amii o chilm 😃😃😃 [[PHOTO]],Tanisha Akhter,2017-10-17 10:57:38,0,0,0,0,0,0,0,0
1232627263508821_1233552720082942,407422362695986_1232627263508821,,Tsuchiya Kouta aikhane gesili?,Tanzidur Rahman,2017-10-18 08:01:51,1,1,0,0,0,0,0,0
1232627263508821_1233604836744397,407422362695986_1232627263508821,1232627263508821_1233552720082942,ho,Tsuchiya Kouta,2017-10-18 09:14:56,1,1,0,0,0,0,0,0
1232627263508821_1232743626830518,407422362695986_1232627263508821,,Jahid Subel tore dekha jay.,Sydul Islam Hemel,2017-10-17 07:05:23,0,0,0,0,0,0,0,0
1232627263508821_1232862336818647,407422362695986_1232627263508821,,Tariful Islam Tarif তুই তো ফেমাস হয়ে গেলি রে,Md Shahadat Hossen Rintu,2017-10-17 10:13:41,0,0,0,0,0,0,0,0
1232627263508821_1232914380146776,407422362695986_1232627263508821,1232627263508821_1232862336818647,Md Shahadat Hossen Rintu vai a vabe famous hoya jai na.,Tariful Islam Tarif,2017-10-17 11:31:05,1,1,0,0,0,0,0,0
1232627263508821_1232941846810696,407422362695986_1232627263508821,1232627263508821_1232862336818647,Md Shahadat Hossen Rintu  na vai mone ase sob khobor sob somai nai apnar.,Tariful Islam Tarif,2017-10-17 12:15:14,0,0,0,0,0,0,0,0
1232627263508821_1232864346818446,407422362695986_1232627263508821,,Rafsan Jani Nurul Islam apnader dekha jai na keno,Moin Bin Sarker,2017-10-17 10:17:10,0,0,0,0,0,0,0,0
1232627263508821_1234496036655277,407422362695986_1232627263508821,,<3,Fahi Tanu,2017-10-19 12:04:46,0,0,0,0,0,0,0,0
1232627263508821_1233726943398853,407422362695986_1232627263508821,,Abid RahmanFuad Hasan mama drmc,Tawhid Hasan Rafi,2017-10-18 12:15:59,2,0,2,0,0,0,0,0
1232627263508821_1233625920075622,407422362695986_1232627263508821,,Ahona Tahsin Oishi baal miss krc na jaya,Rahman Noor Doha,2017-10-18 09:44:37,0,0,0,0,0,0,0,0
1232627263508821_1233628133408734,407422362695986_1232627263508821,1232627263508821_1233625920075622,Kn gelam na :),Ahona Tahsin Oishi,2017-10-18 09:47:31,0,0,0,0,0,0,0,0
1232627263508821_1233629143408633,407422362695986_1232627263508821,1232627263508821_1233625920075622,"Bal video deikha kandon aitase 
Koto moro miss krc",Rahman Noor Doha,2017-10-18 09:49:16,0,0,0,0,0,0,0,0
1232627263508821_1233629880075226,407422362695986_1232627263508821,1232627263508821_1233625920075622,"Hae :"")",Ahona Tahsin Oishi,2017-10-18 09:50:22,0,0,0,0,0,0,0,0
1232627263508821_1233630573408490,407422362695986_1232627263508821,1232627263508821_1233625920075622,Nxt tym man......,Rahman Noor Doha,2017-10-18 09:51:28,0,0,0,0,0,0,0,0
1232627263508821_1233631220075092,407422362695986_1232627263508821,1232627263508821_1233625920075622,We'll :),Ahona Tahsin Oishi,2017-10-18 09:52:22,0,0,0,0,0,0,0,0
1232627263508821_1232766043494943,407422362695986_1232627263508821,,Ahmed Mansur sir dekhen,Showrov Gosh,2017-10-17 07:44:33,0,0,0,0,0,0,0,0
1232627263508821_1235752696529611,407422362695986_1232627263508821,,Humayra Jahan Himu Shanta IsLam DiYa Nova Rose আক্তার শ্রাবণী Ruhi Maheira  Badhon Imam,Rayhana Ruhi,2017-10-21 04:39:03,1,1,0,0,0,0,0,0
1232627263508821_1233216680116546,407422362695986_1232627263508821,,Asif Moyeen dak,Warisha Islam,2017-10-17 20:56:32,1,1,0,0,0,0,0,0
1232627263508821_1234888126616068,407422362695986_1232627263508821,1232627263508821_1233216680116546,dekhsi,Asif Moyeen,2017-10-20 01:43:12,0,0,0,0,0,0,0,0
1232627263508821_1233349173436630,407422362695986_1232627263508821,,Ibrahim Bin Faruq toder school,Sabbir Hossain,2017-10-18 01:34:49,0,0,0,0,0,0,0,0
1232627263508821_1235159013255646,407422362695986_1232627263508821,,Nabil Shakib Hasan de,Nabil MD Nabil Hasan,2017-10-20 10:15:37,0,0,0,0,0,0,0,0
1232627263508821_1233550080083206,407422362695986_1232627263508821,,Munia Zaman 😍😍,Raisa Rafiq Rodri,2017-10-18 07:57:38,1,0,1,0,0,0,0,0
1232627263508821_1233498483421699,407422362695986_1232627263508821,,Tsuchiya Kouta ??,Tashfiq Sarwar,2017-10-18 06:29:21,1,1,0,0,0,0,0,0
1232627263508821_1233604916744389,407422362695986_1232627263508821,1232627263508821_1233498483421699,yes,Tsuchiya Kouta,2017-10-18 09:15:00,0,0,0,0,0,0,0,0
1232627263508821_1846544638989867,407422362695986_1232627263508821,,AfRin Mim dek,Shoaib MahEn,2017-10-25 10:00:24,0,0,0,0,0,0,0,0
1232627263508821_1232739776830903,407422362695986_1232627263508821,,"Sanzida Hasan,Shakilaa Sultanaa Mimi,Mahina Haque Momo,Manjuma Totiny...",Ãksháà Kâtha,2017-10-17 06:58:09,1,1,0,0,0,0,0,0
1232627263508821_1232911310147083,407422362695986_1232627263508821,1232627263508821_1232739776830903,😍😍😍,Mahina Haque Momo,2017-10-17 11:25:39,1,1,0,0,0,0,0,0
1232627263508821_1233356926769188,407422362695986_1232627263508821,,"Sadia Kabir Rafaisa Nouchali Ashfika Arfin Mega Ava Kabir Ira Ahmed
amader nilo na😡😡",Ibshita Raha,2017-10-18 01:54:17,0,0,0,0,0,0,0,0
1232627263508821_1234097533361794,407422362695986_1232627263508821,,Fariha Kabir Turna dekh,Kazi Tanvir Islam,2017-10-19 00:12:18,0,0,0,0,0,0,0,0
1232627263508821_1232930550145159,407422362695986_1232627263508821,,Amzad Hossain Tushar Sadman Sikder Salman Hassan Tanzim Opu Max,Zubayer Hossain,2017-10-17 11:58:35,1,1,0,0,0,0,0,0
1232627263508821_1232978553473692,407422362695986_1232627263508821,,Rabeka Sultana Athina,A Nur Shorna,2017-10-17 13:10:13,1,0,1,0,0,0,0,0
1232627263508821_173526426560750,407422362695986_1232627263508821,,"Mushfiqur Rahman Chowdhury look,,",Kaniz Fàtemà Çhōwdhúry,2017-10-24 03:41:19,0,0,0,0,0,0,0,0
1232627263508821_318714211942520,407422362695986_1232627263508821,1232627263508821_173526426560750,dekchi..,Mushfiqur Rahman Chowdhury,2017-10-29 11:19:13,1,1,0,0,0,0,0,0
1232627263508821_1234151583356389,407422362695986_1232627263508821,,Rakibul Hossain Pinjur,Tanver Aziz,2017-10-19 02:13:24,1,1,0,0,0,0,0,0
1232627263508821_1232800736824807,407422362695986_1232627263508821,,Nur Islam Tipu,Rakib Al Hasan,2017-10-17 08:41:50,1,0,1,0,0,0,0,0
1232627263508821_1232803926824488,407422362695986_1232627263508821,1232627263508821_1232800736824807,আমার ভাইও আছিলো,Nur Islam Tipu,2017-10-17 08:46:31,0,0,0,0,0,0,0,0
1232627263508821_1232951353476412,407422362695986_1232627263508821,,Pranto Saha,Insan R Rahman Robin,2017-10-17 12:30:52,1,0,0,0,1,0,0,0
1232627263508821_1233725720065642,407422362695986_1232627263508821,,Nishi Akter 😊,MNnessa Kona,2017-10-18 12:13:38,0,0,0,0,0,0,0,0
1232627263508821_1234137563357791,407422362695986_1232627263508821,,Nayeem Alamin Mollik Sadnan Khan Purnima Chader Alo Md Shaon,মো. সাইফুল ইসলাম,2017-10-19 01:40:09,0,0,0,0,0,0,0,0
1232627263508821_1232773313494216,407422362695986_1232627263508821,,Crystall Meghla dst,Unkown Person,2017-10-17 07:56:35,1,1,0,0,0,0,0,0
1232627263508821_1232773630160851,407422362695986_1232627263508821,1232627263508821_1232773313494216,hmm,Crystall Meghla,2017-10-17 07:56:58,0,0,0,0,0,0,0,0
1232627263508821_1232774526827428,407422362695986_1232627263508821,1232627263508821_1232773313494216,Crystall Meghla toke dekhai nai :(,Unkown Person,2017-10-17 07:58:42,0,0,0,0,0,0,0,0
1232627263508821_1232784066826474,407422362695986_1232627263508821,1232627263508821_1232773313494216,kare mention korsos taile,Crystall Meghla,2017-10-17 08:14:23,0,0,0,0,0,0,0,0
1232627263508821_1233020263469521,407422362695986_1232627263508821,,Ahmed Mustafa Haji,Sazzad Iqbal,2017-10-17 14:19:43,0,0,0,0,0,0,0,0
1232627263508821_1233024260135788,407422362695986_1232627263508821,1232627263508821_1233020263469521,Ki eta?,Ahmed Mustafa Haji,2017-10-17 14:26:41,0,0,0,0,0,0,0,0
1232627263508821_1232773256827555,407422362695986_1232627263508821,,Ahsan Ullah Shøhan,محبوب حسن,2017-10-17 07:56:27,0,0,0,0,0,0,0,0
1232627263508821_151925465415108,407422362695986_1232627263508821,,Md Sanin,Sobuj Mahmud,2017-10-24 09:20:25,0,0,0,0,0,0,0,0
1232627263508821_1232948203476727,407422362695986_1232627263508821,,Hridoy Ahmed,Tahmid Ahmed Meraj,2017-10-17 12:25:52,0,0,0,0,0,0,0,0
1232627263508821_1232891466815734,407422362695986_1232627263508821,,Sumon Anis,Md Shah Alam,2017-10-17 10:55:08,0,0,0,0,0,0,0,0
1232627263508821_1232845286820352,407422362695986_1232627263508821,,Shikriti Rahman..dekh,Rin Rain,2017-10-17 09:54:04,0,0,0,0,0,0,0,0
1232627263508821_1234074043364143,407422362695986_1232627263508821,1232627263508821_1232845286820352,Wow,Shikriti Rahman,2017-10-18 23:20:23,0,0,0,0,0,0,0,0
1232627263508821_1232878440150370,407422362695986_1232627263508821,,Takdir Islam,Bipasha Islam,2017-10-17 10:34:34,0,0,0,0,0,0,0,0
1232627263508821_1232926400145574,407422362695986_1232627263508821,1232627263508821_1232878440150370,ho ho jani faltu shodo sun er niche dara koray rakse😒😒😡,Takdir Islam,2017-10-17 11:51:56,0,0,0,0,0,0,0,0
1232627263508821_1234534846651396,407422362695986_1232627263508821,,Md Nurul Islam Nahid,Arifa Dinar,2017-10-19 13:18:06,0,0,0,0,0,0,0,0
1232627263508821_1235286053242942,407422362695986_1232627263508821,,Emon Islam,Ankita Islam,2017-10-20 13:39:50,0,0,0,0,0,0,0,0
1232627263508821_1233428453428702,407422362695986_1232627263508821,,Safwan Ahmed,Rajwan Ahmed,2017-10-18 04:13:08,0,0,0,0,0,0,0,0
1232627263508821_1233497026755178,407422362695986_1232627263508821,,Ahammed Shakil,Ittehadul Islam Shanjid,2017-10-18 06:27:06,0,0,0,0,0,0,0,0
1232627263508821_1234278773343670,407422362695986_1232627263508821,,SG Shad,Mehnaz Gazi Mim,2017-10-19 06:45:30,0,0,0,0,0,0,0,0
1232627263508821_1235129896591891,407422362695986_1232627263508821,1232627263508821_1234278773343670,Yup!😇 Amio asi,SG Shad,2017-10-20 09:30:17,0,0,0,0,0,0,0,0
